"floor","room","axis","ordinat","timestamp"
"Level 1","143A",331.579486002097,255.6638021973442,19/05/21 13:33:15
"Level 1","143A",331.579486002097,255.93898687065445,19/05/21 13:33:15
"Level 1","143A",331.43522239388153,256.2239274100613,19/05/21 13:33:15
"Level 1","143A",331.3633478953494,256.502990988723,19/05/21 13:33:15
"Level 1","143A",331.3633478953494,256.502990988723,19/05/21 13:33:15
"Level 1","143A",331.30064602136207,256.74644046942973,19/05/21 13:33:15
"Level 1","143A",331.2300356071503,257.0205960501037,19/05/21 13:33:15
"Level 1","143A",331.16614500388613,257.2686609514787,19/05/21 13:33:15
"Level 1","143A",331.1245609762062,257.4301172094913,19/05/21 13:33:15
"Level 1","143A",331.06055255779125,257.6786395459549,19/05/21 13:33:15
"Level 1","143A",331.0228355608933,257.8250814738385,19/05/21 13:33:16
"Level 1","143A",330.97430447003825,258.0135107521913,19/05/21 13:33:16
"Level 1","143A",330.9263197856881,258.1998185248948,19/05/21 13:33:16
"Level 1","143A",330.8569348324058,258.4692160687204,19/05/21 13:33:16
"Level 1","143A",330.7851478892657,258.74793970036984,19/05/21 13:33:16
"Level 1","143A",330.71858243109136,259.00639012928093,19/05/21 13:33:16
"Level 1","143A",330.71858243109136,259.00639012928093,19/05/21 13:33:16
"Level 1","143A",330.680646779863,259.1536810155737,19/05/21 13:33:16
"Level 1","143A",330.5815935209832,259.5382702296295,19/05/21 13:33:16
"Level 1","143A",330.5815935209832,259.5382702296295,19/05/21 13:33:16
"Level 1","143A",330.44225455461805,260.07927477776553,19/05/21 13:33:17
"Level 1","143A",330.44225455461805,260.07927477776553,19/05/21 13:33:17
"Level 1","143A",330.36466075416126,260.3805444085756,19/05/21 13:33:17
"Level 1","143A",330.36466075416126,260.3805444085756,19/05/21 13:33:17
"Level 1","121",330.55000988733013,260.59643530542917,19/05/21 13:33:17
"Level 1","121",330.55000988733013,260.59643530542917,19/05/21 13:33:17
"Level 1","121",331.0518994350129,260.61329612675166,19/05/21 13:33:17
"Level 1","121",331.0518994350129,260.6195306782426,19/05/21 13:33:17
"Level 1","121",331.23748091814093,260.6195306782426,19/05/21 13:33:17
"Level 1","121",331.5346793655602,260.6295149665036,19/05/21 13:33:17
"Level 1","121",331.99072805799966,260.64483577872835,19/05/21 13:33:18
"Level 1","121",332.26045242894776,260.6538970840412,19/05/21 13:33:18
"Level 1","121",332.5012020401188,260.66198499142274,19/05/21 13:33:18
"Level 1","121",332.5012020401188,260.66198499142274,19/05/21 13:33:18
"Level 1","121",332.8875403959856,260.6749639068402,19/05/21 13:33:18
"Level 1","121",333.04717657383543,260.68032683396984,19/05/21 13:33:18
"Level 1","121",333.29267444319345,260.68857425759006,19/05/21 13:33:18
"Level 1","121",333.52628663216024,260.69642238552,19/05/21 13:33:18
"Level 1","121",333.772653314197,260.7046989966286,19/05/21 13:33:18
"Level 1","121",334.0106026711045,260.7126928303499,19/05/21 13:33:18
"Level 1","121",334.17320465043855,260.7181553926465,19/05/21 13:33:19
"Level 1","121",334.34069662430903,260.72378223276985,19/05/21 13:33:19
"Level 1","121",334.52758124342967,260.7300605627041,19/05/21 13:33:19
"Level 1","121",334.7703312835192,260.7382156738653,19/05/21 13:33:19
"Level 1","121",334.9378587575084,260.7438437066039,19/05/21 13:33:19
"Level 1","121",334.9378587575084,260.7438437066039,19/05/21 13:33:19
"Level 1","121",335.1987980923819,260.752609881396,19/05/21 13:33:19
"Level 1","121",335.49148997767435,260.76244277312134,19/05/21 13:33:19
"Level 1","121",335.73257905693293,260.7705420848264,19/05/21 13:33:19
"Level 1","121",335.90443295121065,260.77631546229236,19/05/21 13:33:19
"Level 1","121",336.15759108495735,260.7848202300827,19/05/21 13:33:20
"Level 1","121",336.36655524628264,260.79184031528507,19/05/21 13:33:20
"Level 1","121",336.65529846396686,260.80154055276546,19/05/21 13:33:20
"Level 1","121",336.8773412430378,260.8090000100129,19/05/21 13:33:20
"Level 1","121",337.0896160179112,260.81613131423495,19/05/21 13:33:20
"Level 1","121",337.2608935331832,260.8218853284297,19/05/21 13:33:20
"Level 1","121",337.5261641179887,260.83079701019943,19/05/21 13:33:20
"Level 1","121",337.7460143549064,260.8381828096836,19/05/21 13:33:20
"Level 1","121",337.9678099709492,260.8456339635669,19/05/21 13:33:20
"Level 1","121",338.1431615695695,260.8515248453089,19/05/21 13:33:20
"Level 1","121",338.38453765874567,260.85963379902176,19/05/21 13:33:21
"Level 1","121",338.5601788960789,260.86553441108515,19/05/21 13:33:21
"Level 1","121",338.8476810179289,260.8751929543418,19/05/21 13:33:21
"Level 1","121",339.0901648942002,260.8833391238133,19/05/21 13:33:21
"Level 1","121",339.28257645220674,260.8898031295192,19/05/21 13:33:21
"Level 1","121",339.5326577682762,260.89820453258847,19/05/21 13:33:21
"Level 1","121",339.7179538419447,260.9044294958385,19/05/21 13:33:21
"Level 1","121",339.9075063365644,260.9107974522101,19/05/21 13:33:21
"Level 1","121",339.9075063365644,260.9107974522101,19/05/21 13:33:21
"Level 1","121",340.33531520767286,260.92516955652917,19/05/21 13:33:21
"Level 1","121",340.33531520767286,260.92516955652917,19/05/21 13:33:22
"Level 1","121",340.6173585105563,260.9346447124815,19/05/21 13:33:22
"Level 1","121",340.79629516474154,260.94065603303636,19/05/21 13:33:22
"Level 1","121",340.9621625072507,260.9462282941807,19/05/21 13:33:22
"Level 1","121",340.9621625072507,260.9462282941807,19/05/21 13:33:22
"Level 1","121",341.34547726608145,260.95910563280785,19/05/21 13:33:22
"Level 1","121",341.5555211095848,260.96616198959305,19/05/21 13:33:22
"Level 1","121",341.5555211095848,260.96616198959305,19/05/21 13:33:22
"Level 1","121",341.7363897982283,260.9722382162372,19/05/21 13:33:22
"Level 1","121",342.0250715597684,260.9819363891178,19/05/21 13:33:22
"Level 1","121",342.54250120193916,260.99931927502143,19/05/21 13:33:23
"Level 1","121",342.54250120193916,260.99931927502143,19/05/21 13:33:23
"Level 1","121",342.94262707808764,261.01276137784146,19/05/21 13:33:23
"Level 1","121",343.1365548397836,261.0192763199328,19/05/21 13:33:23
"Level 1","121",343.41272729571796,261.02855424663045,19/05/21 13:33:23
"Level 1","121",343.66915822248404,261.03716896287176,19/05/21 13:33:23
"Level 1","121",343.9415592145154,261.0463201884271,19/05/21 13:33:23
"Level 1","121",344.1445088607456,261.05313821788866,19/05/21 13:33:23
"Level 1","121",344.415662938302,261.06224755374484,19/05/21 13:33:23
"Level 1","121",344.65074661545805,261.0701451158572,19/05/21 13:33:24
"Level 1","121",344.8642422162509,261.07731743334165,19/05/21 13:33:24
"Level 1","121",344.8642422162509,261.07731743334165,19/05/21 13:33:24
"Level 1","121",345.3071798252332,261.0921977828459,19/05/21 13:33:24
"Level 1","121",345.5412707588305,261.100061994051,19/05/21 13:33:24
"Level 1","121",345.69515222181093,261.10523159334656,19/05/21 13:33:24
"Level 1","121",345.69515222181093,261.10523159334656,19/05/21 13:33:24
"Level 1","121",346.12529036913867,261.11968194896673,19/05/21 13:33:24
"Level 1","121",346.40143755140485,261.1289590266034,19/05/21 13:33:24
"Level 1","121",346.6694163897692,261.13796169129876,19/05/21 13:33:24
"Level 1","121",346.8503159494144,261.1440389550445,19/05/21 13:33:25
"Level 1","121",347.01236158854465,261.14948282726715,19/05/21 13:33:25
"Level 1","121",347.16905245726394,261.1547468076639,19/05/21 13:33:25
"Level 1","121",347.16905245726394,261.1547468076639,19/05/21 13:33:25
"Level 1","121",347.63831337748627,261.1705114805208,19/05/21 13:33:25
"Level 1","121",347.91321441677144,261.17974669437643,19/05/21 13:33:25
"Level 1","121",347.91321441677144,261.17974669437643,19/05/21 13:33:25
"Level 1","121",348.243434697182,261.1908403407191,19/05/21 13:33:25
"Level 1","121",348.39828606837887,261.1960425237758,19/05/21 13:33:25
"Level 1","121",348.39828606837887,261.1960425237758,19/05/21 13:33:25
"Level 1","121",348.67819017589505,261.2054458141333,19/05/21 13:33:26
"Level 1","121",349.15846915909543,261.22158063534664,19/05/21 13:33:26
"Level 1","121",349.31965731879166,261.2269957008177,19/05/21 13:33:26
"Level 1","121",349.31965731879166,261.2269957008177,19/05/21 13:33:26
"Level 1","121",349.85356379373917,261.24493212073037,19/05/21 13:33:26
"Level 1","121",350.13371133451034,261.25434358915146,19/05/21 13:33:26
"Level 1","121",350.33717085968976,261.2611787478358,19/05/21 13:33:26
"Level 1","121",350.5545378656527,261.26848112395794,19/05/21 13:33:26
"Level 1","121",350.5545378656527,261.26848112395794,19/05/21 13:33:26
"Level 1","121",350.7732521331278,261.27582876090634,19/05/21 13:33:26
"Level 1","121",351.08345686652035,261.2862499912493,19/05/21 13:33:27
"Level 1","121",351.08345686652035,261.2862499912493,19/05/21 13:33:27
"Level 1","121",351.4688912809906,261.2991985390402,19/05/21 13:33:27
"Level 1","121",351.4688912809906,261.2991985390402,19/05/21 13:33:27
"Level 1","121",351.95217054534487,261.31543415375415,19/05/21 13:33:27
