"floor","room","axis","ordinat","timestamp"
"Level 1","143A",330.00290835677185,259.81733539114964,19/05/21 13:33:15
"Level 1","143A",330.146149970331,259.95026968472376,19/05/21 13:33:15
"Level 1","143A",330.25829262481807,260.0543428250868,19/05/21 13:33:15
"Level 1","143A",330.4059070333812,260.19133525791494,19/05/21 13:33:15
"Level 1","143A",330.57065212930075,260.3442256952795,19/05/21 13:33:15
"Level 1","143A",330.766544167083,260.5260218159202,19/05/21 13:33:15
"Level 1","121",330.94266453775913,260.588410000001,19/05/21 13:33:15
"Level 1","121",331.20131845881883,260.588410000001,19/05/21 13:33:15
"Level 1","121",331.4590402032568,260.588410000001,19/05/21 13:33:15
"Level 1","121",331.64988738443435,260.588410000001,19/05/21 13:33:15
"Level 1","121",331.8494590593071,260.588410000001,19/05/21 13:33:16
"Level 1","121",332.10312494409567,260.588410000001,19/05/21 13:33:16
"Level 1","121",332.3081682408884,260.588410000001,19/05/21 13:33:16
"Level 1","121",332.3081682408884,260.588410000001,19/05/21 13:33:16
"Level 1","121",332.89970240601207,260.588410000001,19/05/21 13:33:16
"Level 1","121",333.12997850670547,260.588410000001,19/05/21 13:33:16
"Level 1","121",333.12997850670547,260.588410000001,19/05/21 13:33:16
"Level 1","121",333.53471068703243,260.588410000001,19/05/21 13:33:16
"Level 1","121",333.72601498510426,260.588410000001,19/05/21 13:33:16
"Level 1","121",333.72601498510426,260.588410000001,19/05/21 13:33:16
"Level 1","121",334.1719807662729,260.588410000001,19/05/21 13:33:17
"Level 1","121",334.444089290406,260.588410000001,19/05/21 13:33:17
"Level 1","121",334.6301442424943,260.588410000001,19/05/21 13:33:17
"Level 1","121",334.6301442424943,260.588410000001,19/05/21 13:33:17
"Level 1","121",335.12847355594926,260.588410000001,19/05/21 13:33:17
"Level 1","121",335.3427480457398,260.588410000001,19/05/21 13:33:17
"Level 1","121",335.3427480457398,260.588410000001,19/05/21 13:33:17
"Level 1","121",335.78443810255305,260.588410000001,19/05/21 13:33:17
"Level 1","121",335.78443810255305,260.588410000001,19/05/21 13:33:17
"Level 1","121",335.93917904705165,260.588410000001,19/05/21 13:33:17
"Level 1","121",336.33704941395854,260.588410000001,19/05/21 13:33:18
"Level 1","121",336.6038914881706,260.588410000001,19/05/21 13:33:18
"Level 1","121",336.86145579234716,260.588410000001,19/05/21 13:33:18
"Level 1","121",336.86145579234716,260.588410000001,19/05/21 13:33:18
"Level 1","121",337.3113850234153,260.588410000001,19/05/21 13:33:18
"Level 1","121",337.5812279887653,260.588410000001,19/05/21 13:33:18
"Level 1","121",337.80400857602893,260.588410000001,19/05/21 13:33:18
"Level 1","121",338.0879579486008,260.588410000001,19/05/21 13:33:18
"Level 1","121",338.0879579486008,260.588410000001,19/05/21 13:33:18
"Level 1","121",338.4930904250546,260.588410000001,19/05/21 13:33:18
"Level 1","121",338.7816449985847,260.588410000001,19/05/21 13:33:19
"Level 1","121",339.0316973419104,260.588410000001,19/05/21 13:33:19
"Level 1","121",339.0316973419104,260.588410000001,19/05/21 13:33:19
"Level 1","121",339.4013976837839,260.588410000001,19/05/21 13:33:19
"Level 1","121",339.6790473403283,260.588410000001,19/05/21 13:33:19
"Level 1","121",339.8351794098354,260.588410000001,19/05/21 13:33:19
"Level 1","121",340.0676349806705,260.588410000001,19/05/21 13:33:19
"Level 1","121",340.2373253214189,260.588410000001,19/05/21 13:33:19
"Level 1","121",340.2373253214189,260.588410000001,19/05/21 13:33:19
"Level 1","121",340.62478749785674,260.588410000001,19/05/21 13:33:19
"Level 1","121",340.62478749785674,260.588410000001,19/05/21 13:33:20
"Level 1","121",341.0406994766336,260.588410000001,19/05/21 13:33:20
"Level 1","121",341.214482053332,260.588410000001,19/05/21 13:33:20
"Level 1","121",341.4087816506465,260.588410000001,19/05/21 13:33:20
"Level 1","121",341.6951581233587,260.588410000001,19/05/21 13:33:20
"Level 1","121",341.968523819924,260.588410000001,19/05/21 13:33:20
"Level 1","121",342.1308870946049,260.588410000001,19/05/21 13:33:20
"Level 1","121",342.3467413621911,260.588410000001,19/05/21 13:33:20
"Level 1","121",342.5097284290565,260.588410000001,19/05/21 13:33:20
"Level 1","121",342.5097284290565,260.588410000001,19/05/21 13:33:20
"Level 1","121",342.8881237676471,260.588410000001,19/05/21 13:33:21
"Level 1","121",343.1564623619698,260.588410000001,19/05/21 13:33:21
"Level 1","121",343.1564623619698,260.588410000001,19/05/21 13:33:21
"Level 1","121",343.4103455537047,260.588410000001,19/05/21 13:33:21
"Level 1","121",343.7758496331703,260.588410000001,19/05/21 13:33:21
"Level 1","121",343.7758496331703,260.588410000001,19/05/21 13:33:21
"Level 1","121",344.29010607130414,260.588410000001,19/05/21 13:33:21
"Level 1","121",344.29010607130414,260.588410000001,19/05/21 13:33:21
"Level 1","121",344.73863758637776,260.588410000001,19/05/21 13:33:21
"Level 1","121",344.9317958978005,260.588410000001,19/05/21 13:33:21
"Level 1","121",345.170248034843,260.588410000001,19/05/21 13:33:22
"Level 1","121",345.170248034843,260.588410000001,19/05/21 13:33:22
"Level 1","121",345.6879572400629,260.588410000001,19/05/21 13:33:22
"Level 1","121",345.8496773545572,260.588410000001,19/05/21 13:33:22
"Level 1","121",346.0720156645096,260.588410000001,19/05/21 13:33:22
"Level 1","121",346.0720156645096,260.588410000001,19/05/21 13:33:22
"Level 1","121",346.5880136381164,260.588410000001,19/05/21 13:33:22
"Level 1","121",346.75338034256197,260.588410000001,19/05/21 13:33:22
"Level 1","121",346.93062180873267,260.588410000001,19/05/21 13:33:22
"Level 1","121",347.1715014148121,260.588410000001,19/05/21 13:33:22
"Level 1","121",347.3876847128036,260.588410000001,19/05/21 13:33:23
"Level 1","121",347.5610731995302,260.588410000001,19/05/21 13:33:23
"Level 1","121",347.8356020895728,260.588410000001,19/05/21 13:33:23
"Level 1","121",347.8356020895728,260.588410000001,19/05/21 13:33:23
"Level 1","121",348.0038001610099,260.588410000001,19/05/21 13:33:23
"Level 1","121",348.49843392042965,260.588410000001,19/05/21 13:33:23
"Level 1","121",348.7413513080809,260.588410000001,19/05/21 13:33:23
"Level 1","121",348.7413513080809,260.588410000001,19/05/21 13:33:23
"Level 1","121",349.0008758618074,260.588410000001,19/05/21 13:33:23
"Level 1","121",349.4551734166951,260.588410000001,19/05/21 13:33:24
"Level 1","121",349.620695229451,260.588410000001,19/05/21 13:33:24
"Level 1","121",349.620695229451,260.588410000001,19/05/21 13:33:24
"Level 1","121",349.8206299154457,260.588410000001,19/05/21 13:33:24
"Level 1","121",350.04139074007713,260.588410000001,19/05/21 13:33:24
"Level 1","121",350.3289887971304,260.588410000001,19/05/21 13:33:24
"Level 1","121",350.5337868393382,260.588410000001,19/05/21 13:33:24
"Level 1","121",350.8102010078976,260.588410000001,19/05/21 13:33:24
"Level 1","121",351.09514060794515,260.588410000001,19/05/21 13:33:24
"Level 1","121",351.4260245878258,260.588410000001,19/05/21 13:33:24
"Level 1","121",351.4260245878258,260.588410000001,19/05/21 13:33:25
"Level 1","121",351.8763284399111,260.588410000001,19/05/21 13:33:25
"Level 1","121",352.15649911634205,260.588410000001,19/05/21 13:33:25
"Level 1","121",352.15649911634205,260.588410000001,19/05/21 13:33:25
"Level 1","121",352.6710374515849,260.588410000001,19/05/21 13:33:25
"Level 1","121",352.8769070209099,260.588410000001,19/05/21 13:33:25
"Level 1","121",353.0917269954301,260.588410000001,19/05/21 13:33:25
"Level 1","121",353.377470335151,260.588410000001,19/05/21 13:33:25
"Level 1","121",353.66261595026845,260.588410000001,19/05/21 13:33:25
"Level 1","121",353.86673648760785,260.588410000001,19/05/21 13:33:25
"Level 1","121",354.03100240797636,260.588410000001,19/05/21 13:33:26
"Level 1","121",354.1914577149542,260.588410000001,19/05/21 13:33:26
"Level 1","121",354.38393570259166,260.588410000001,19/05/21 13:33:26
"Level 1","121",354.38393570259166,260.588410000001,19/05/21 13:33:26
"Level 1","121",354.60283761778413,260.588410000001,19/05/21 13:33:26
"Level 1","121",354.78604529617337,260.588410000001,19/05/21 13:33:26
"Level 1","121",355.1823114526192,260.588410000001,19/05/21 13:33:26
"Level 1","121",355.46839248621717,260.588410000001,19/05/21 13:33:26
"Level 1","121",355.46839248621717,260.588410000001,19/05/21 13:33:26
"Level 1","121",355.46839248621717,260.588410000001,19/05/21 13:33:26
"Level 1","121",355.96282467715366,260.588410000001,19/05/21 13:33:27
"Level 1","121",356.16486234426736,260.588410000001,19/05/21 13:33:27
"Level 1","121",356.3153972818931,260.588410000001,19/05/21 13:33:27
"Level 1","121",356.3153972818931,260.588410000001,19/05/21 13:33:27
"Level 1","121",356.82887066585437,260.588410000001,19/05/21 13:33:27
"Level 1","121",356.82887066585437,260.588410000001,19/05/21 13:33:27
"Level 1","121",357.28043125243255,260.588410000001,19/05/21 13:33:27
"Level 1","121",357.5234941668725,260.588410000001,19/05/21 13:33:27
"Level 1","121",357.736429657238,260.588410000001,19/05/21 13:33:27
"Level 1","121",357.9406482915634,260.588410000001,19/05/21 13:33:27
"Level 1","121",358.1453206560436,260.588410000001,19/05/21 13:33:28
"Level 1","121",358.3168611720703,260.588410000001,19/05/21 13:33:28
"Level 1","121",358.3168611720703,260.588410000001,19/05/21 13:33:28
"Level 1","121",358.80714597660847,260.588410000001,19/05/21 13:33:28
"Level 1","121",359.0162436103349,260.588410000001,19/05/21 13:33:28
"Level 1","121",359.0162436103349,260.588410000001,19/05/21 13:33:28
"Level 1","121",359.2612687844167,260.588410000001,19/05/21 13:33:28
"Level 1","121",359.73111505950754,260.588410000001,19/05/21 13:33:28
"Level 1","121",359.73111505950754,260.588410000001,19/05/21 13:33:28
"Level 1","121",360.17481005870377,260.588410000001,19/05/21 13:33:28
"Level 1","121",360.4011336250157,260.588410000001,19/05/21 13:33:29
"Level 1","121",360.6967510015134,260.588410000001,19/05/21 13:33:29
"Level 1","121",360.9603975771048,260.588410000001,19/05/21 13:33:29
"Level 1","121",361.2533664029582,260.588410000001,19/05/21 13:33:29
"Level 1","121",361.42666268989643,260.588410000001,19/05/21 13:33:29
"Level 1","121",361.6877819900852,260.588410000001,19/05/21 13:33:29
"Level 1","121",361.9459752263059,260.588410000001,19/05/21 13:33:29
"Level 1","121",361.9459752263059,260.588410000001,19/05/21 13:33:29
"Level 1","121",362.44944858921093,260.58841000000103,19/05/21 13:33:29
"Level 1","121",362.66458212630647,260.58841000000103,19/05/21 13:33:29
"Level 1","121",362.94663489657177,260.5884100000011,19/05/21 13:33:30
"Level 1","121",363.17403551221406,260.58841000000115,19/05/21 13:33:30
"Level 1","121",363.17403551221406,260.58841000000115,19/05/21 13:33:30
"Level 1","153",363.4069176875817,260.1751754674525,19/05/21 13:33:30
"Level 1","153",363.4069176875817,260.1751754674525,19/05/21 13:33:30
"Level 1","153",363.4520171006987,259.95206624033256,19/05/21 13:33:30
"Level 1","153",363.54933569373145,259.47062591605095,19/05/21 13:33:30
"Level 1","153",363.5882418618138,259.27815500587445,19/05/21 13:33:30
"Level 1","153",363.5882418618138,259.27815500587445,19/05/21 13:33:30
"Level 1","153",363.68709695154206,258.78911354963776,19/05/21 13:33:30
"Level 1","153",363.72163947012854,258.6182298486766,19/05/21 13:33:31
"Level 1","153",363.76994098316493,258.37927966069253,19/05/21 13:33:31
"Level 1","153",363.8263438986017,258.100251398445,19/05/21 13:33:31
"Level 1","153",363.8263438986017,258.100251398445,19/05/21 13:33:31
"Level 1","153",363.87840901378036,257.84268246784046,19/05/21 13:33:31
"Level 1","153",363.9105392239445,257.683732586645,19/05/21 13:33:31
"Level 1","153",363.9105392239445,257.683732586645,19/05/21 13:33:31
"Level 1","153",363.96366007318136,257.4209408827607,19/05/21 13:33:31
"Level 1","153",363.96366007318136,257.4209408827607,19/05/21 13:33:31
"Level 1","153",364.0543849220168,256.9721201663635,19/05/21 13:33:31
"Level 1","153",364.0972588152462,256.76002070606177,19/05/21 13:33:32
"Level 1","153",364.1501811146522,256.49821123889063,19/05/21 13:33:32
"Level 1","153",364.2039715815266,256.2321069004671,19/05/21 13:33:32
"Level 1","153",364.23780032005527,256.06475430791784,19/05/21 13:33:32
"Level 1","153",364.23780032005527,256.06475430791784,19/05/21 13:33:32
