"floor","room","axis","ordinat","timestamp"
"Level 2","202",341.7937421709008,280.8358771332949,19/05/21 13:33:21
"Level 2","202",341.73792071970513,281.0776886404095,19/05/21 13:33:21
"Level 2","202",341.6984955989452,281.24847330589074,19/05/21 13:33:21
"Level 2","202",341.63462556915385,281.525150243385,19/05/21 13:33:21
"Level 2","202",341.574170795596,281.78703272033914,19/05/21 13:33:22
"Level 2","202",341.523123277502,282.00816414957234,19/05/21 13:33:22
"Level 2","202",341.46657960737923,282.2531042182613,19/05/21 13:33:22
"Level 2","202",341.4298144203676,282.41236638522753,19/05/21 13:33:22
"Level 2","202",341.37929862660013,282.63119445154183,19/05/21 13:33:22
"Level 2","202",341.31349596452094,282.91624330908144,19/05/21 13:33:22
"Level 2","202",341.27487467652065,283.0835458721287,19/05/21 13:33:22
"Level 2","231",341.2259662568398,283.22673787365784,19/05/21 13:33:22
"Level 2","231",341.06444954616944,283.28638518762915,19/05/21 13:33:22
"Level 2","231",340.8958437507984,283.34865046514835,19/05/21 13:33:22
"Level 2","231",340.731799475375,283.4092311961499,19/05/21 13:33:23
"Level 2","231",340.731799475375,283.4092311961499,19/05/21 13:33:23
"Level 2","231",340.489614162334,283.49866902178564,19/05/21 13:33:23
"Level 2","231",340.28626921958386,283.5737632928017,19/05/21 13:33:23
"Level 2","231",340.0838339732311,283.64852161748496,19/05/21 13:33:23
"Level 2","231",339.9294416417108,283.70553793384465,19/05/21 13:33:23
"Level 2","231",339.75110171093957,283.7713979789148,19/05/21 13:33:23
"Level 2","231",339.4982398641145,283.8647785951145,19/05/21 13:33:23
"Level 2","231",339.2174683828692,283.96846609981,19/05/21 13:33:23
"Level 2","231",339.0633399108912,284.02538497415946,19/05/21 13:33:23
"Level 2","231",338.84548185518713,284.10583886525114,19/05/21 13:33:24
"Level 2","231",338.5967241610767,284.19770383836635,19/05/21 13:33:24
"Level 2","231",338.32617347052184,284.29761685614454,19/05/21 13:33:24
"Level 2","231",338.1752155919504,284.353364846196,19/05/21 13:33:24
"Level 2","231",338.1752155919504,284.353364846196,19/05/21 13:33:24
"Level 2","231",337.9535215840853,284.4352353352482,19/05/21 13:33:24
