"floor","room","axis","ordinat","timestamp"
"Level 1","153",361.1511840924596,259.8287178403958,19/05/21 13:33:15
"Level 1","153",361.1511840924596,259.9544772095051,19/05/21 13:33:15
"Level 1","153",361.5891182984505,260.03556008769675,19/05/21 13:33:15
"Level 1","153",361.725363240279,260.0999104160467,19/05/21 13:33:15
"Level 1","153",361.9851582828823,260.2226151276554,19/05/21 13:33:15
"Level 1","153",362.2510327976049,260.3481912561536,19/05/21 13:33:15
"Level 1","153",362.5171326938724,260.4738738354031,19/05/21 13:33:15
"Level 1","153",362.721843482384,260.5705615089468,19/05/21 13:33:15
"Level 1","121",362.59028232975,260.58841000000115,19/05/21 13:33:15
"Level 1","121",362.3145439673368,260.58841000000115,19/05/21 13:33:15
"Level 1","121",362.3145439673368,260.58841000000115,19/05/21 13:33:16
"Level 1","121",362.1354260206966,260.58841000000115,19/05/21 13:33:16
"Level 1","121",361.810578409576,260.58841000000115,19/05/21 13:33:16
"Level 1","121",361.5706830755732,260.58841000000115,19/05/21 13:33:16
"Level 1","121",361.3039951938281,260.58841000000115,19/05/21 13:33:16
"Level 1","121",361.0703000944234,260.58841000000115,19/05/21 13:33:16
"Level 1","121",360.7883374335712,260.58841000000115,19/05/21 13:33:16
"Level 1","121",360.5857029461735,260.58841000000115,19/05/21 13:33:16
"Level 1","121",360.39658540118495,260.58841000000115,19/05/21 13:33:16
"Level 1","121",360.1183238736432,260.58841000000115,19/05/21 13:33:16
"Level 1","121",359.900120844034,260.58841000000115,19/05/21 13:33:17
"Level 1","121",359.900120844034,260.58841000000115,19/05/21 13:33:17
"Level 1","121",359.71025969799354,260.58841000000115,19/05/21 13:33:17
"Level 1","121",359.13516642099194,260.58841000000115,19/05/21 13:33:17
"Level 1","121",359.13516642099194,260.58841000000115,19/05/21 13:33:17
"Level 1","121",358.9024193251682,260.58841000000115,19/05/21 13:33:17
"Level 1","121",358.5019337571857,260.58841000000115,19/05/21 13:33:17
"Level 1","121",358.3099218902673,260.58841000000115,19/05/21 13:33:17
"Level 1","121",358.3099218902673,260.58841000000115,19/05/21 13:33:17
"Level 1","121",357.87932724843523,260.58841000000115,19/05/21 13:33:17
"Level 1","121",357.58395991521274,260.58841000000115,19/05/21 13:33:18
"Level 1","121",357.58395991521274,260.58841000000115,19/05/21 13:33:18
"Level 1","121",357.10369257794963,260.58841000000115,19/05/21 13:33:18
"Level 1","121",356.8748595252751,260.58841000000115,19/05/21 13:33:18
"Level 1","121",356.66775298377814,260.58841000000115,19/05/21 13:33:18
