"floor","room","axis","ordinat","timestamp"
"Level 1","153",363.44978448666166,260.4017990273044,19/05/21 13:33:17
"Level 1","153",363.59668689842624,260.5105973622109,19/05/21 13:33:17
"Level 1","121",363.6013401414197,260.61165825152233,19/05/21 13:33:17
"Level 1","121",363.41685259236226,260.6543726306686,19/05/21 13:33:18
"Level 1","121",363.2487826975578,260.69328583238024,19/05/21 13:33:18
"Level 1","121",362.9698275314658,260.75787228707674,19/05/21 13:33:18
"Level 1","121",362.6800704188079,260.8249597151099,19/05/21 13:33:18
"Level 1","121",362.51970420522997,260.8620892844712,19/05/21 13:33:18
"Level 1","121",362.2409866762921,260.92662071906716,19/05/21 13:33:18
"Level 1","121",361.9692992271521,260.9895244801673,19/05/21 13:33:18
"Level 1","121",361.81623889698784,261.02496251925606,19/05/21 13:33:18
"Level 1","121",361.5256493382595,261.09224268342376,19/05/21 13:33:18
"Level 1","121",361.37142112592414,261.12795112212547,19/05/21 13:33:18
"Level 1","121",361.1792868923175,261.17243593718854,19/05/21 13:33:19
"Level 1","121",361.02036598905704,261.2092308740329,19/05/21 13:33:19
"Level 1","121",360.8199906030283,261.25562376208495,19/05/21 13:33:19
"Level 1","121",360.5694376391311,261.3136342584616,19/05/21 13:33:19
"Level 1","121",360.35642095457536,261.36295398477967,19/05/21 13:33:19
"Level 1","121",360.1084950182702,261.42035624578665,19/05/21 13:33:19
"Level 1","121",359.93236011659275,261.4611367375303,19/05/21 13:33:19
"Level 1","121",359.7334268186236,261.50719573911437,19/05/21 13:33:19
"Level 1","121",359.505622260084,261.5599393000453,19/05/21 13:33:19
"Level 1","121",359.35757253556835,261.5942172342353,19/05/21 13:33:19
"Level 1","121",359.09530683557796,261.65493957893386,19/05/21 13:33:20
"Level 1","121",358.91227337251104,261.69731729373274,19/05/21 13:33:20
"Level 1","121",358.68898364111857,261.74901553729933,19/05/21 13:33:20
"Level 1","121",358.4011189079711,261.81566482294124,19/05/21 13:33:20
"Level 1","121",358.1263484875069,261.8792823840062,19/05/21 13:33:20
"Level 1","121",357.95070133558886,261.9199499471091,19/05/21 13:33:20
"Level 1","121",357.6932251643995,261.97956337280374,19/05/21 13:33:20
"Level 1","121",357.4367989646964,262.03893369873157,19/05/21 13:33:20
"Level 1","121",357.23936433948955,262.08464571279853,19/05/21 13:33:20
"Level 1","121",357.23936433948955,262.08464571279853,19/05/21 13:33:20
"Level 1","121",357.0461772922354,262.12937428567363,19/05/21 13:33:21
"Level 1","121",356.79705310271754,262.187053978097,19/05/21 13:33:21
"Level 1","121",356.5993461408444,262.23282904623824,19/05/21 13:33:21
"Level 1","121",356.36498961322815,262.2870895837496,19/05/21 13:33:21
"Level 1","121",356.1260691419411,262.3424068105679,19/05/21 13:33:21
"Level 1","121",356.1260691419411,262.3424068105679,19/05/21 13:33:21
"Level 1","121",355.88607249484704,262.39797320423617,19/05/21 13:33:21
"Level 1","121",355.59901860982296,262.4644347543135,19/05/21 13:33:21
"Level 1","121",355.3726842403974,262.5168379225429,19/05/21 13:33:21
"Level 1","121",355.2101276569055,262.5544746279763,19/05/21 13:33:21
"Level 1","121",355.0342899894896,262.5951863011086,19/05/21 13:33:22
"Level 1","121",354.85653048044645,262.6363429379923,19/05/21 13:33:22
"Level 1","121",354.60510277595944,262.69455596294824,19/05/21 13:33:22
"Level 1","121",354.3672005636192,262.74963743240005,19/05/21 13:33:22
"Level 1","121",354.12689742538043,262.80527478792465,19/05/21 13:33:22
"Level 1","121",353.8829923712376,262.8617460945878,19/05/21 13:33:22
"Level 1","121",353.8829923712376,262.8617460945878,19/05/21 13:33:22
"Level 1","121",353.5103913794173,262.9480143555962,19/05/21 13:33:22
"Level 1","121",353.2674064968295,263.00427261505433,19/05/21 13:33:22
"Level 1","121",353.0658762672832,263.05093288388144,19/05/21 13:33:23
"Level 1","121",353.0658762672832,263.05093288388144,19/05/21 13:33:23
"Level 1","121",352.5814623866957,263.16308916903375,19/05/21 13:33:23
"Level 1","121",352.5814623866957,263.16308916903375,19/05/21 13:33:23
"Level 1","121",352.12804353169344,263.2680691797911,19/05/21 13:33:23
"Level 1","121",351.9498139807207,263.309334645424,19/05/21 13:33:23
"Level 1","121",351.71718031158474,263.363196289727,19/05/21 13:33:23
"Level 1","121",351.56893598134087,263.3975192809569,19/05/21 13:33:23
"Level 1","121",351.56893598134087,263.4401853285657,19/05/21 13:33:23
"Level 1","121",351.1708502903816,263.4896880111678,19/05/21 13:33:23
"Level 1","121",350.9596076757738,263.5385969872928,19/05/21 13:33:24
"Level 1","121",350.6963870926415,263.5995404159657,19/05/21 13:33:24
"Level 1","121",350.4484647067013,263.65694185495715,19/05/21 13:33:24
"Level 1","121",350.25338183118225,263.7021093687132,19/05/21 13:33:24
"Level 1","121",350.0152266509485,263.7572494077897,19/05/21 13:33:24
"Level 1","121",350.0152266509485,263.7572494077897,19/05/21 13:33:24
"Level 1","121",349.6004709747172,263.8532777376045,19/05/21 13:33:24
"Level 1","121",349.6004709747172,263.8532777376045,19/05/21 13:33:24
"Level 1","115",349.3377444804333,264.1823898522947,19/05/21 13:33:24
"Level 1","115",349.25825290138914,264.46735753832286,19/05/21 13:33:24
"Level 1","115",349.20432641534484,264.6606774613697,19/05/21 13:33:25
"Level 1","115",349.1427369094128,264.881468382875,19/05/21 13:33:25
"Level 1","115",349.09173312129735,265.06431078772715,19/05/21 13:33:25
"Level 1","115",349.02153728424827,265.315954364232,19/05/21 13:33:25
"Level 1","115",348.9786805061507,265.4695907246106,19/05/21 13:33:25
"Level 1","115",348.922380576564,265.67141915537997,19/05/21 13:33:25
"Level 1","115",348.86309429347125,265.88395330188087,19/05/21 13:33:25
"Level 1","115",348.8100727809809,266.07402900431094,19/05/21 13:33:25
"Level 1","115",348.7445548409537,266.3089028863924,19/05/21 13:33:25
"Level 1","115",348.7445548409537,266.3089028863924,19/05/21 13:33:25
"Level 1","115",348.6807947060859,266.7406484218054,19/05/21 13:33:26
"Level 1","115",348.6241196616757,266.7406484218054,19/05/21 13:33:26
"Level 1","115",348.4866743132072,267.23337335417426,19/05/21 13:33:26
"Level 1","115",348.4227749833555,267.4624447147578,19/05/21 13:33:26
"Level 1","115",348.3824049503598,267.6071663950415,19/05/21 13:33:26
"Level 1","115",348.3824049503598,267.6071663950415,19/05/21 13:33:26
"Level 1","115",348.3387144191203,267.76379165948293,19/05/21 13:33:26
"Level 1","115",348.2965647470823,267.9148931302544,19/05/21 13:33:26
"Level 1","115",348.1554738242213,268.42068700541387,19/05/21 13:33:26
"Level 1","115",348.1150232690295,268.56569734802076,19/05/21 13:33:26
"Level 1","115",348.0621053765408,268.7554015852914,19/05/21 13:33:27
"Level 1","115",347.9884586380517,269.0194162256232,19/05/21 13:33:27
"Level 1","115",347.9369451834562,269.204085723096,19/05/21 13:33:27
"Level 1","115",347.9369451834562,269.204085723096,19/05/21 13:33:27
"Level 1","115",347.81100992803823,269.6555483655214,19/05/21 13:33:27
"Level 1","115",347.81100992803823,269.6555483655214,19/05/21 13:33:27
