"floor","room","axis","ordinat","timestamp"
"Level 1","143A",330.14405196340516,259.36788603860316,19/05/21 13:33:15
"Level 1","143A",330.2390440840476,259.6496348488099,19/05/21 13:33:15
"Level 1","143A",330.3028135064262,259.83877641930263,19/05/21 13:33:15
"Level 1","143A",330.3781176157809,260.06213013612535,19/05/21 13:33:15
"Level 1","143A",330.45257466239684,260.28297144542205,19/05/21 13:33:15
"Level 1","143A",330.5025539158133,260.4312110582433,19/05/21 13:33:15
"Level 1","121",330.52669270359814,260.5896238783163,19/05/21 13:33:15
"Level 1","121",330.23249540850145,260.6019976088636,19/05/21 13:33:15
"Level 1","121",330.0381640516446,260.6101710485475,19/05/21 13:33:15
"Level 1","121",329.85515514145646,260.6178682741174,19/05/21 13:33:15
"Level 1","121",329.5748098637465,260.6296593985921,19/05/21 13:33:16
"Level 1","121",329.39997042449824,260.63701302198143,19/05/21 13:33:16
"Level 1","121",329.2175353052912,260.6446861143078,19/05/21 13:33:16
"Level 1","121",329.031437637027,260.65251325086194,19/05/21 13:33:16
"Level 1","121",328.74710949183395,260.6644718919313,19/05/21 13:33:16
"Level 1","121",328.5749447232721,260.67171302055976,19/05/21 13:33:16
"Level 1","121",328.3193821958446,260.6824618000526,19/05/21 13:33:16
"Level 1","121",328.08653587807817,260.69225515180324,19/05/21 13:33:16
"Level 1","121",327.9143136213029,260.69949869834534,19/05/21 13:33:16
"Level 1","121",327.9143136213029,260.69949869834534,19/05/21 13:33:16
"Level 1","121",327.7505591431885,260.70638609609466,19/05/21 13:33:17
"Level 1","121",327.5028075602954,260.71680635277437,19/05/21 13:33:17
"Level 1","121",327.24846201606636,260.727503946813,19/05/21 13:33:17
"Level 1","121",326.9775564875996,260.73889804209836,19/05/21 13:33:17
"Level 1","121",326.7668188879238,260.7477615167735,19/05/21 13:33:17
"Level 1","121",326.5569460227183,260.75658862132724,19/05/21 13:33:17
"Level 1","121",326.34867225090767,260.76534846914166,19/05/21 13:33:17
"Level 1","121",326.18807884866874,260.77210291427116,19/05/21 13:33:17
"Level 1","121",325.96714773795105,260.78139512082475,19/05/21 13:33:17
"Level 1","121",325.7924183719013,260.78874411461305,19/05/21 13:33:17
"Level 1","121",325.52414896076647,260.80002733666436,19/05/21 13:33:18
"Level 1","121",325.259020906444,260.8111784354657,19/05/21 13:33:18
"Level 1","121",325.05823523594063,260.81962333902527,19/05/21 13:33:18
"Level 1","121",324.79119979323735,260.83085466123543,19/05/21 13:33:18
"Level 1","121",324.51099794076094,260.842639753346,19/05/21 13:33:18
"Level 1","121",324.25377603511356,260.85345832511535,19/05/21 13:33:18
"Level 1","121",324.0103261722818,260.86369765448603,19/05/21 13:33:18
"Level 1","121",323.80047818320475,260.87252371276736,19/05/21 13:33:18
"Level 1","121",323.58465496638587,260.8816010849094,19/05/21 13:33:18
"Level 1","121",323.37107266318594,260.89058420580653,19/05/21 13:33:18
"Level 1","121",323.2098362006835,260.89736569759674,19/05/21 13:33:19
"Level 1","121",322.9781818627555,260.90710891551686,19/05/21 13:33:19
"Level 1","121",322.79381269924653,260.91486335238125,19/05/21 13:33:19
"Level 1","121",322.58767443413865,260.9235333822913,19/05/21 13:33:19
"Level 1","121",322.34050828644695,260.93392901597974,19/05/21 13:33:19
"Level 1","121",322.16681682863043,260.9412343560805,19/05/21 13:33:19
"Level 1","121",322.0097272654746,260.94784143221165,19/05/21 13:33:19
"Level 1","121",321.80449916006387,260.95647318144734,19/05/21 13:33:19
"Level 1","121",321.5466489402898,260.9673181796653,19/05/21 13:33:19
"Level 1","121",321.34217524750414,260.97591819883854,19/05/21 13:33:19
"Level 1","121",321.1261948793123,260.98500218065635,19/05/21 13:33:20
"Level 1","121",320.88767529412286,260.99503414602987,19/05/21 13:33:20
"Level 1","121",320.72264719017306,261.00197511158274,19/05/21 13:33:20
"Level 1","121",320.49285709257043,261.01163992087083,19/05/21 13:33:20
"Level 1","121",320.3020541760264,261.01966495684604,19/05/21 13:33:20
"Level 1","121",320.1414037329511,261.02642180107284,19/05/21 13:33:20
"Level 1","121",319.91679976023687,261.03586848560917,19/05/21 13:33:20
"Level 1","121",319.67473313928417,261.04604963680293,19/05/21 13:33:20
"Level 1","121",319.4715187212138,261.0545966917706,19/05/21 13:33:20
"Level 1","121",319.1958375063318,261.06619164905527,19/05/21 13:33:20
"Level 1","121",318.9642937961569,261.0759302140502,19/05/21 13:33:21
"Level 1","121",318.74934862450135,261.0849706562325,19/05/21 13:33:21
"Level 1","121",318.5846945820194,261.09189588902404,19/05/21 13:33:21
"Level 1","121",318.3095273158483,261.1034692299887,19/05/21 13:33:21
"Level 1","121",318.0554998503022,261.1141534458625,19/05/21 13:33:21
"Level 1","121",317.8060607267856,261.12464467930954,19/05/21 13:33:21
"Level 1","121",317.8060607267856,261.12464467930954,19/05/21 13:33:21
"Level 1","121",317.623134340749,261.13233843397194,19/05/21 13:33:21
"Level 1","121",317.3857212206406,261.1423238622052,19/05/21 13:33:21
"Level 1","121",317.0954058042098,261.1545343236762,19/05/21 13:33:21
"Level 1","121",316.8469323612535,261.16498494128064,19/05/21 13:33:22
"Level 1","121",316.5778719568673,261.1763014319497,19/05/21 13:33:22
"Level 1","121",316.2853407913971,261.1886050862611,19/05/21 13:33:22
"Level 1","121",316.12816734529304,261.1952156904498,19/05/21 13:33:22
"Level 1","121",315.89216059012165,261.20514196796665,19/05/21 13:33:22
"Level 1","121",315.6434613798946,261.2156020811831,19/05/21 13:33:22
"Level 1","121",315.4042137752328,261.22566466654166,19/05/21 13:33:22
"Level 1","121",315.18958156324624,261.23469194586124,19/05/21 13:33:22
"Level 1","121",315.00301099205586,261.2425389723786,19/05/21 13:33:22
"Level 1","121",314.73457829228374,261.25382906223473,19/05/21 13:33:22
"Level 1","121",314.49732695666506,261.2638076859266,19/05/21 13:33:23
"Level 1","121",314.33647653169896,261.2705729412506,19/05/21 13:33:23
"Level 1","121",314.14649010826133,261.2785636361021,19/05/21 13:33:23
"Level 1","121",313.99260602775763,261.28503589189575,19/05/21 13:33:23
"Level 1","121",313.7240143315708,261.2963326690288,19/05/21 13:33:23
"Level 1","121",313.51161882896173,261.3052658739309,19/05/21 13:33:23
"Level 1","121",313.3341971359938,261.3127281050888,19/05/21 13:33:23
"Level 1","121",313.14735110248233,261.32058671735695,19/05/21 13:33:23
"Level 1","121",312.95596091962045,261.3286364533389,19/05/21 13:33:23
"Level 1","121",312.685590306388,261.34000805046713,19/05/21 13:33:24
"Level 1","121",312.45490705302797,261.34971042525586,19/05/21 13:33:24
"Level 1","121",312.17565090008475,261.3614557419117,19/05/21 13:33:24
"Level 1","121",311.9807428641566,261.3696534363103,19/05/21 13:33:24
"Level 1","121",311.7467215570185,261.37949620728443,19/05/21 13:33:24
"Level 1","121",311.55279522355045,261.3876526119705,19/05/21 13:33:24
"Level 1","121",311.3614535476189,261.3957003077852,19/05/21 13:33:24
"Level 1","121",311.12006847355485,261.40585279359794,19/05/21 13:33:24
"Level 1","121",310.9656953483439,261.4123456182668,19/05/21 13:33:24
"Level 1","121",310.7084711909648,261.42316428474237,19/05/21 13:33:24
"Level 1","121",310.4433451959241,261.4343152969318,19/05/21 13:33:25
"Level 1","121",310.2235802470406,261.44355845554185,19/05/21 13:33:25
"Level 1","121",309.9331776950326,261.4557725818737,19/05/21 13:33:25
"Level 1","121",309.65595298753215,261.46743245736826,19/05/21 13:33:25
"Level 1","121",309.37346317970974,261.47931377926557,19/05/21 13:33:25
"Level 1","121",309.2149552290213,261.48598051177504,19/05/21 13:33:25
"Level 1","121",309.0107610876536,261.49456877321296,19/05/21 13:33:25
"Level 1","121",308.8364444487036,261.50190040799083,19/05/21 13:33:25
"Level 1","121",308.67739318260936,261.50858999196276,19/05/21 13:33:25
"Level 1","121",308.38430396094844,261.5209171177236,19/05/21 13:33:25
"Level 1","121",308.194444306568,261.5289024807581,19/05/21 13:33:26
"Level 1","121",307.89932127093977,261.5413151472987,19/05/21 13:33:26
"Level 1","121",307.6535353728312,261.551652728664,19/05/21 13:33:26
"Level 1","121",307.4393996086177,261.5606591277407,19/05/21 13:33:26
"Level 1","121",307.2192266876608,261.56991944536816,19/05/21 13:33:26
"Level 1","121",306.9738197572612,261.5802410876192,19/05/21 13:33:26
"Level 1","121",306.76636818436805,261.58896635432757,19/05/21 13:33:26
"Level 1","121",306.48348415328275,261.600864256977,19/05/21 13:33:26
"Level 1","121",306.2641138782605,261.61009081588304,19/05/21 13:33:26
"Level 1","121",306.0261660791463,261.62009873233785,19/05/21 13:33:26
"Level 1","121",305.73444153664707,261.63236846065655,19/05/21 13:33:27
"Level 1","S101",305.54422950913084,261.7486578339732,19/05/21 13:33:27
"Level 1","S101",305.3913902799176,261.9017434364054,19/05/21 13:33:27
"Level 1","S101",305.2213610342039,262.07204676523764,19/05/21 13:33:27
"Level 1","S101",305.0484564548632,262.24523006266656,19/05/21 13:33:27
"Level 1","S101",304.92624868165296,262.36763483191385,19/05/21 13:33:27
"Level 1","S101",304.92624868165296,262.36763483191385,19/05/21 13:33:27
"Level 1","S101",304.7934762228855,262.50062131674133,19/05/21 13:33:27
"Level 1","S101",304.618005246259,262.6763751484277,19/05/21 13:33:27
"Level 1","S101",304.4427802266932,262.8518826265765,19/05/21 13:33:27
"Level 1","S101",304.2392189396818,263.05577204956313,19/05/21 13:33:28
"Level 1","S101",304.0894209032225,263.2058115569106,19/05/21 13:33:28
"Level 1","S101",303.9237069101422,263.37179267702436,19/05/21 13:33:28
"Level 1","S101",303.7663924749102,263.5293606994014,19/05/21 13:33:28
"Level 1","S101",303.6034902653157,263.692525503501,19/05/21 13:33:28
"Level 1","S101",303.446980002528,263.8492880571268,19/05/21 13:33:28
"Level 1","S101",303.2790430016554,264.01749576846873,19/05/21 13:33:28
"Level 1","S101",303.11840822819823,264.17838948137756,19/05/21 13:33:28
"Level 1","S101",303.00215629513326,264.2948288098063,19/05/21 13:33:28
"Level 1","S101",302.86199671575696,264.43521432310615,19/05/21 13:33:28
"Level 1","S101",302.69793579478426,264.5995397063992,19/05/21 13:33:29
"Level 1","S101",302.54176945942163,264.75595777819706,19/05/21 13:33:29
"Level 2","S201",302.40034637519443,264.9260989292699,19/05/21 13:33:29
"Level 2","S201",302.4859213398002,265.0713766688078,19/05/21 13:33:29
"Level 2","S201",302.5655675995434,265.20658944548194,19/05/21 13:33:29
"Level 2","S201",302.6598985827767,265.36673198338013,19/05/21 13:33:29
"Level 2","S201",302.7395919231615,265.50202468727633,19/05/21 13:33:29
